Tipo de movimiento;Fecha evento;Municipio;Latitud (°);Longitud (°);Fuente
Flujo;16/05/2005;TENA;4.652697;-74.383906;Inventario SIMMA
Deslizamiento;15/04/2005;SAN JUAN DE RIOSECO;4.887778;-74.629722;Inventario SIMMA
Deslizamiento;15/04/2005;FUSAGASUGÁ;4.346944;-74.364722;Inventario SIMMA
Deslizamiento;30/03/2005;QUEBRADANEGRA;5.129278;-74.524528;Inventario SIMMA
Deslizamiento;30/03/2005;QUEBRADANEGRA;5.129583;-74.524056;Inventario SIMMA
Deslizamiento;30/03/2005;QUEBRADANEGRA;5.117833;-74.530528;Inventario SIMMA
Deslizamiento;30/03/2005;ÚTICA;5.190869;-74.478029;Inventario SIMMA
Caida;30/03/2005;QUEBRADANEGRA;5.1305;-74.51;Inventario SIMMA
Deslizamiento;30/03/2005;QUEBRADANEGRA;5.129028;-74.511833;Inventario SIMMA
Caida;30/03/2005;QUEBRADANEGRA;5.117722;-74.531139;Inventario SIMMA
Flujo;30/03/2005;QUEBRADANEGRA;5.129028;-74.511833;Inventario SIMMA
Flujo;30/03/2005;QUEBRADANEGRA;5.1305;-74.51;Inventario SIMMA
Deslizamiento;30/03/2005;QUEBRADANEGRA;5.128389;-74.510972;Inventario SIMMA
Caida;30/03/2005;QUEBRADANEGRA;5.119194;-74.527806;Inventario SIMMA
Deslizamiento;29/03/2005;QUEBRADANEGRA;5.125806;-74.494935;Inventario SIMMA
Flujo;29/03/2005;ÚTICA;5.190869;-74.478029;Inventario SIMMA
Deslizamiento;29/03/2005;QUEBRADANEGRA;5.09125;-74.52875;Inventario SIMMA
Deslizamiento;29/03/2005;QUEBRADANEGRA;5.090972;-74.528333;Inventario SIMMA
Deslizamiento;29/03/2005;QUEBRADANEGRA;5.090611;-74.528056;Inventario SIMMA
Deslizamiento;29/03/2005;QUEBRADANEGRA;5.106799;-74.494935;Inventario SIMMA
Deslizamiento;29/03/2005;QUEBRADANEGRA;5.106799;-74.494935;Inventario SIMMA
Deslizamiento;29/03/2005;QUEBRADANEGRA;5.106278;-74.526639;Inventario SIMMA
Deslizamiento;29/03/2005;ÚTICA;5.190869;-74.478029;Inventario SIMMA
Deslizamiento;29/03/2005;ÚTICA;5.190869;-74.478029;Inventario SIMMA
Deslizamiento;29/03/2005;ÚTICA;5.190869;-74.478029;Inventario SIMMA
Deslizamiento;29/03/2005;ÚTICA;5.190869;-74.478029;Inventario SIMMA
Deslizamiento;29/03/2005;ÚTICA;5.190869;-74.478029;Inventario SIMMA
Deslizamiento;29/03/2005;ÚTICA;5.190869;-74.478029;Inventario SIMMA
Deslizamiento;29/03/2005;ÚTICA;5.139833;-74.497361;Inventario SIMMA
Deslizamiento;29/03/2005;ÚTICA;5.150333;-74.492917;Inventario SIMMA
Deslizamiento;29/03/2005;QUEBRADANEGRA;5.1375;-74.497944;Inventario SIMMA
Caida;29/03/2005;QUEBRADANEGRA;5.125806;-74.530139;Inventario SIMMA
Flujo;29/03/2005;QUEBRADANEGRA;5.12475;-74.526167;Inventario SIMMA
Deslizamiento;29/03/2005;QUEBRADANEGRA;5.104972;-74.498389;Inventario SIMMA
Deslizamiento;29/03/2005;QUEBRADANEGRA;5.103583;-74.496917;Inventario SIMMA
Deslizamiento;29/03/2005;QUEBRADANEGRA;5.124278;-74.526556;Inventario SIMMA
Deslizamiento;29/03/2005;QUEBRADANEGRA;5.103583;-74.496917;Inventario SIMMA
Deslizamiento;29/03/2005;QUEBRADANEGRA;5.104972;-74.498389;Inventario SIMMA
Deslizamiento;29/03/2005;QUEBRADANEGRA;5.105694;-74.498583;Inventario SIMMA
Flujo;29/03/2005;QUEBRADANEGRA;5.125444;-74.527722;Inventario SIMMA
Flujo;29/03/2005;QUEBRADANEGRA;5.091472;-74.529056;Inventario SIMMA
Flujo;29/03/2005;QUEBRADANEGRA;5.119083;-74.529083;Inventario SIMMA
Flujo;29/03/2005;QUEBRADANEGRA;5.122278;-74.530333;Inventario SIMMA
Flujo;29/03/2005;QUEBRADANEGRA;5.121722;-74.531889;Inventario SIMMA
Flujo;29/03/2005;QUEBRADANEGRA;5.121722;-74.531889;Inventario SIMMA
Flujo;29/03/2005;QUEBRADANEGRA;5.120278;-74.532056;Inventario SIMMA
Flujo;29/03/2005;QUEBRADANEGRA;5.119194;-74.527806;Inventario SIMMA
Flujo;29/03/2005;QUEBRADANEGRA;5.106799;-74.494935;Inventario SIMMA
Flujo;29/03/2005;QUEBRADANEGRA;5.088056;-74.523056;Inventario SIMMA
Flujo;29/03/2005;ÚTICA;5.190869;-74.478029;Inventario SIMMA
Flujo;29/03/2005;ÚTICA;5.190869;-74.478029;Inventario SIMMA
Flujo;29/03/2005;ÚTICA;5.190869;-74.478029;Inventario SIMMA
Flujo;29/03/2005;ÚTICA;5.190869;-74.478029;Inventario SIMMA
Flujo;29/03/2005;ÚTICA;5.190869;-74.478029;Inventario SIMMA
Deslizamiento;29/03/2005;QUEBRADANEGRA;5.125806;-74.530139;Inventario SIMMA
Deslizamiento;28/03/2005;QUEBRADANEGRA;5.088528;-74.530417;Inventario SIMMA
Deslizamiento;28/03/2005;QUEBRADANEGRA;5.101889;-74.500167;Inventario SIMMA
Deslizamiento;28/03/2005;QUEBRADANEGRA;5.08725;-74.53025;Inventario SIMMA
Deslizamiento;28/03/2005;QUEBRADANEGRA;5.087611;-74.529361;Inventario SIMMA
Deslizamiento;28/03/2005;QUEBRADANEGRA;5.088444;-74.53025;Inventario SIMMA
Deslizamiento;28/03/2005;QUEBRADANEGRA;5.087639;-74.528194;Inventario SIMMA
Deslizamiento;28/03/2005;QUEBRADANEGRA;5.088389;-74.526472;Inventario SIMMA
Deslizamiento;28/03/2005;QUEBRADANEGRA;5.089083;-74.527306;Inventario SIMMA
Deslizamiento;28/03/2005;QUEBRADANEGRA;5.118444;-74.529528;Inventario SIMMA
Deslizamiento;28/03/2005;QUEBRADANEGRA;5.1165;-74.527167;Inventario SIMMA
Deslizamiento;28/03/2005;QUEBRADANEGRA;5.104417;-74.524917;Inventario SIMMA
Deslizamiento;28/03/2005;QUEBRADANEGRA;5.108611;-74.52175;Inventario SIMMA
Deslizamiento;28/03/2005;QUEBRADANEGRA;5.084944;-74.503361;Inventario SIMMA
Caida;28/03/2005;QUEBRADANEGRA;5.083694;-74.509472;Inventario SIMMA
Caida;28/03/2005;QUEBRADANEGRA;5.128278;-74.509583;Inventario SIMMA
Flujo;28/03/2005;QUEBRADANEGRA;5.127833;-74.510139;Inventario SIMMA
Flujo;28/03/2005;QUEBRADANEGRA;5.128083;-74.513861;Inventario SIMMA
Flujo;28/03/2005;QUEBRADANEGRA;5.10125;-74.496611;Inventario SIMMA
Flujo;28/03/2005;QUEBRADANEGRA;5.102611;-74.496694;Inventario SIMMA
Deslizamiento;28/03/2005;QUEBRADANEGRA;5.084444;-74.510944;Inventario SIMMA
Flujo;28/03/2005;QUEBRADANEGRA;5.0705;-74.501528;Inventario SIMMA
Flujo;28/03/2005;QUEBRADANEGRA;5.0705;-74.501528;Inventario SIMMA
Flujo;28/03/2005;QUEBRADANEGRA;5.087028;-74.530694;Inventario SIMMA
Deslizamiento;28/03/2005;QUEBRADANEGRA;5.106799;-74.494935;Inventario SIMMA
Deslizamiento;27/03/2005;QUEBRADANEGRA;5.104361;-74.529694;Inventario SIMMA
Deslizamiento;27/03/2005;QUEBRADANEGRA;5.109472;-74.525278;Inventario SIMMA
Deslizamiento;27/03/2005;QUEBRADANEGRA;5.085639;-74.537278;Inventario SIMMA
Deslizamiento;27/03/2005;QUEBRADANEGRA;5.089806;-74.537278;Inventario SIMMA
Deslizamiento;27/03/2005;QUEBRADANEGRA;5.092111;-74.536083;Inventario SIMMA
Deslizamiento;27/03/2005;QUEBRADANEGRA;5.091111;-74.535167;Inventario SIMMA
Deslizamiento;27/03/2005;QUEBRADANEGRA;5.091306;-74.533056;Inventario SIMMA
Deslizamiento;27/03/2005;QUEBRADANEGRA;5.090833;-74.494935;Inventario SIMMA
Deslizamiento;27/03/2005;QUEBRADANEGRA;5.106799;-74.494935;Inventario SIMMA
Deslizamiento;27/03/2005;QUEBRADANEGRA;5.109833;-74.53825;Inventario SIMMA
Deslizamiento;27/03/2005;QUEBRADANEGRA;5.104361;-74.529694;Inventario SIMMA
Deslizamiento;27/03/2005;QUEBRADANEGRA;5.109972;-74.526389;Inventario SIMMA
Deslizamiento;27/03/2005;QUEBRADANEGRA;5.085389;-74.501;Inventario SIMMA
Deslizamiento;27/03/2005;QUEBRADANEGRA;5.086833;-74.501;Inventario SIMMA
Deslizamiento;27/03/2005;QUEBRADANEGRA;5.086361;-74.501139;Inventario SIMMA
Deslizamiento;27/03/2005;QUEBRADANEGRA;5.087694;-74.500472;Inventario SIMMA
Deslizamiento;27/03/2005;QUEBRADANEGRA;5.087389;-74.511603;Inventario SIMMA
Deslizamiento;27/03/2005;QUEBRADANEGRA;5.107972;-74.50175;Inventario SIMMA
Flujo;27/03/2005;QUEBRADANEGRA;5.069917;-74.515111;Inventario SIMMA
Flujo;27/03/2005;QUEBRADANEGRA;5.072;-74.513361;Inventario SIMMA
Flujo;27/03/2005;QUEBRADANEGRA;5.071083;-74.514444;Inventario SIMMA
Flujo;27/03/2005;QUEBRADANEGRA;5.106278;-74.526639;Inventario SIMMA
Flujo;27/03/2005;QUEBRADANEGRA;5.105083;-74.528528;Inventario SIMMA
Flujo;27/03/2005;QUEBRADANEGRA;5.091111;-74.533167;Inventario SIMMA
Flujo;27/03/2005;QUEBRADANEGRA;5.088472;-74.515306;Inventario SIMMA
Flujo;27/03/2005;QUEBRADANEGRA;5.084111;-74.511611;Inventario SIMMA
Flujo;27/03/2005;QUEBRADANEGRA;5.105083;-74.528528;Inventario SIMMA
Deslizamiento;27/03/2005;QUEBRADANEGRA;5.071806;-74.512611;Inventario SIMMA
Deslizamiento;26/03/2005;QUEBRADANEGRA;5.082472;-74.529917;Inventario SIMMA
Flujo;26/03/2005;ÚTICA;5.078944;-74.506222;Inventario SIMMA
Deslizamiento;26/03/2005;QUEBRADANEGRA;5.082361;-74.528806;Inventario SIMMA
Deslizamiento;26/03/2005;QUEBRADANEGRA;5.075333;-74.527333;Inventario SIMMA
Deslizamiento;26/03/2005;QUEBRADANEGRA;5.085222;-74.502961;Inventario SIMMA
Flujo;26/03/2005;ÚTICA;5.190869;-74.478029;Inventario SIMMA
Flujo;26/03/2005;QUEBRADANEGRA;5.079972;-74.498583;Inventario SIMMA
Flujo;26/03/2005;QUEBRADANEGRA;5.079972;-74.498583;Inventario SIMMA
Flujo;26/03/2005;QUEBRADANEGRA;5.078944;-74.494935;Inventario SIMMA
Flujo;26/03/2005;QUEBRADANEGRA;5.069917;-74.515111;Inventario SIMMA
Deslizamiento;26/03/2005;QUEBRADANEGRA;5.085194;-74.504583;Inventario SIMMA
Deslizamiento;26/03/2005;QUEBRADANEGRA;5.08525;-74.504028;Inventario SIMMA
Deslizamiento;26/03/2005;QUEBRADANEGRA;5.078583;-74.498611;Inventario SIMMA
Deslizamiento;26/03/2005;QUEBRADANEGRA;5.079611;-74.4985;Inventario SIMMA
Deslizamiento;26/03/2005;QUEBRADANEGRA;5.078639;-74.500444;Inventario SIMMA
Flujo;26/03/2005;QUEBRADANEGRA;5.085028;-74.502389;Inventario SIMMA
Flujo;26/03/2005;QUEBRADANEGRA;5.085222;-74.502944;Inventario SIMMA
Deslizamiento;26/03/2005;QUEBRADANEGRA;5.082028;-74.528806;Inventario SIMMA
Deslizamiento;25/03/2005;GUADUAS;5.203943;-74.628884;Inventario SIMMA
Deslizamiento;25/03/2005;QUEBRADANEGRA;5.068806;-74.482917;Inventario SIMMA
Deslizamiento;25/03/2005;QUEBRADANEGRA;5.083111;-74.5305;Inventario SIMMA
Caida;25/03/2005;QUEBRADANEGRA;5.075861;-74.5055;Inventario SIMMA
Flujo;25/03/2005;ÚTICA;5.177114;-74.483185;Inventario SIMMA
Deslizamiento;25/03/2005;QUEBRADANEGRA;5.110583;-74.502361;Inventario SIMMA
Deslizamiento;25/03/2005;QUEBRADANEGRA;5.081333;-74.530806;Inventario SIMMA
Deslizamiento;25/03/2005;QUEBRADANEGRA;5.110889;-74.505908;Inventario SIMMA
Deslizamiento;25/03/2005;QUEBRADANEGRA;5.08025;-74.5325;Inventario SIMMA
Deslizamiento;25/03/2005;QUEBRADANEGRA;5.112667;-74.505861;Inventario SIMMA
Deslizamiento;25/03/2005;QUEBRADANEGRA;5.083639;-74.529944;Inventario SIMMA
Deslizamiento;25/03/2005;QUEBRADANEGRA;5.113361;-74.506389;Inventario SIMMA
Deslizamiento;25/03/2005;QUEBRADANEGRA;5.08325;-74.528861;Inventario SIMMA
Deslizamiento;25/03/2005;QUEBRADANEGRA;5.077333;-74.502;Inventario SIMMA
Deslizamiento;25/03/2005;QUEBRADANEGRA;5.097639;-74.497444;Inventario SIMMA
Deslizamiento;25/03/2005;QUEBRADANEGRA;5.09725;-74.497028;Inventario SIMMA
Deslizamiento;25/03/2005;QUEBRADANEGRA;5.095417;-74.499417;Inventario SIMMA
Deslizamiento;25/03/2005;QUEBRADANEGRA;5.076639;-74.500833;Inventario SIMMA
Deslizamiento;25/03/2005;QUEBRADANEGRA;5.077333;-74.502;Inventario SIMMA
Deslizamiento;25/03/2005;QUEBRADANEGRA;5.076611;-74.503444;Inventario SIMMA
Deslizamiento;25/03/2005;QUEBRADANEGRA;5.076417;-74.503861;Inventario SIMMA
Deslizamiento;25/03/2005;QUEBRADANEGRA;5.073056;-74.494935;Inventario SIMMA
Deslizamiento;25/03/2005;QUEBRADANEGRA;5.073056;-74.507417;Inventario SIMMA
Deslizamiento;25/03/2005;QUEBRADANEGRA;5.065639;-74.510306;Inventario SIMMA
Flujo;25/03/2005;QUEBRADANEGRA;5.08025;-74.531556;Inventario SIMMA
Flujo;25/03/2005;QUEBRADANEGRA;5.084611;-74.532;Inventario SIMMA
Flujo;25/03/2005;QUEBRADANEGRA;5.115194;-74.504139;Inventario SIMMA
Flujo;25/03/2005;QUEBRADANEGRA;5.111722;-74.502167;Inventario SIMMA
Flujo;25/03/2005;QUEBRADANEGRA;5.0845;-74.505056;Inventario SIMMA
Flujo;25/03/2005;QUEBRADANEGRA;5.084417;-74.506778;Inventario SIMMA
Flujo;25/03/2005;QUEBRADANEGRA;5.095472;-74.497361;Inventario SIMMA
Flujo;25/03/2005;QUEBRADANEGRA;5.106799;-74.508417;Inventario SIMMA
Flujo;25/03/2005;QUEBRADANEGRA;5.106799;-74.494935;Inventario SIMMA
Flujo;25/03/2005;QUEBRADANEGRA;5.104917;-74.508139;Inventario SIMMA
Flujo;25/03/2005;QUEBRADANEGRA;5.105361;-74.507908;Inventario SIMMA
Flujo;24/03/2005;QUEBRADANEGRA;5.091861;-74.49775;Inventario SIMMA
Flujo;24/03/2005;QUEBRADANEGRA;5.074917;-74.498028;Inventario SIMMA
Flujo;24/03/2005;QUEBRADANEGRA;5.106799;-74.494935;Inventario SIMMA
Flujo;24/03/2005;QUEBRADANEGRA;5.103333;-74.508556;Inventario SIMMA
Flujo;24/03/2005;QUEBRADANEGRA;5.110528;-74.509583;Inventario SIMMA
Flujo;24/03/2005;QUEBRADANEGRA;5.102333;-74.509361;Inventario SIMMA
Flujo;24/03/2005;QUEBRADANEGRA;5.102111;-74.5095;Inventario SIMMA
Flujo;24/03/2005;QUEBRADANEGRA;5.085278;-74.501722;Inventario SIMMA
Flujo;24/03/2005;QUEBRADANEGRA;5.086;-74.501278;Inventario SIMMA
Flujo;24/03/2005;QUEBRADANEGRA;5.086472;-74.501;Inventario SIMMA
Flujo;24/03/2005;QUEBRADANEGRA;5.08375;-74.511389;Inventario SIMMA
Flujo;24/03/2005;QUEBRADANEGRA;5.115694;-74.503742;Inventario SIMMA
Flujo;24/03/2005;QUEBRADANEGRA;5.116639;-74.503806;Inventario SIMMA
Flujo;24/03/2005;QUEBRADANEGRA;5.121083;-74.504333;Inventario SIMMA
Flujo;24/03/2005;QUEBRADANEGRA;5.075667;-74.497889;Inventario SIMMA
Caida;24/03/2005;QUEBRADANEGRA;5.122228;-74.507639;Inventario SIMMA
Deslizamiento;24/03/2005;QUEBRADANEGRA;5.083444;-74.516;Inventario SIMMA
Deslizamiento;24/03/2005;QUEBRADANEGRA;5.086194;-74.517111;Inventario SIMMA
Deslizamiento;24/03/2005;QUEBRADANEGRA;5.085417;-74.516778;Inventario SIMMA
Deslizamiento;24/03/2005;QUEBRADANEGRA;5.085417;-74.516778;Inventario SIMMA
Deslizamiento;24/03/2005;QUEBRADANEGRA;5.085222;-74.50625;Inventario SIMMA
Deslizamiento;24/03/2005;QUEBRADANEGRA;5.106799;-74.494935;Inventario SIMMA
Deslizamiento;24/03/2005;QUEBRADANEGRA;5.083472;-74.515722;Inventario SIMMA
Deslizamiento;24/03/2005;QUEBRADANEGRA;5.0815;-74.512833;Inventario SIMMA
Deslizamiento;24/03/2005;QUEBRADANEGRA;5.101028;-74.509722;Inventario SIMMA
Deslizamiento;24/03/2005;QUEBRADANEGRA;5.1285;-74.511306;Inventario SIMMA
Deslizamiento;24/03/2005;QUEBRADANEGRA;5.103361;-74.509556;Inventario SIMMA
Deslizamiento;24/03/2005;QUEBRADANEGRA;5.103361;-74.509222;Inventario SIMMA
Deslizamiento;24/03/2005;QUEBRADANEGRA;5.103722;-74.509222;Inventario SIMMA
Flujo;23/03/2005;QUEBRADANEGRA;5.07275;-74.500417;Inventario SIMMA
Flujo;23/03/2005;QUEBRADANEGRA;5.071333;-74.502222;Inventario SIMMA
Deslizamiento;23/03/2005;QUEBRADANEGRA;5.106799;-74.494935;Inventario SIMMA
Flujo;23/03/2005;QUEBRADANEGRA;5.070139;-74.501167;Inventario SIMMA
Flujo;23/03/2005;QUEBRADANEGRA;5.072667;-74.501556;Inventario SIMMA
Flujo;23/03/2005;QUEBRADANEGRA;5.106799;-74.494935;Inventario SIMMA
Flujo;23/03/2005;QUEBRADANEGRA;5.092833;-74.532833;Inventario SIMMA
Flujo;23/03/2005;QUEBRADANEGRA;5.073472;-74.501139;Inventario SIMMA
Deslizamiento;23/03/2005;QUEBRADANEGRA;5.119056;-74.509417;Inventario SIMMA
Deslizamiento;23/03/2005;QUEBRADANEGRA;5.118778;-74.509722;Inventario SIMMA
Deslizamiento;23/03/2005;QUEBRADANEGRA;5.114028;-74.514694;Inventario SIMMA
Flujo;23/03/2005;QUEBRADANEGRA;5.078944;-74.510389;Inventario SIMMA
Flujo;23/03/2005;QUEBRADANEGRA;5.072639;-74.501139;Inventario SIMMA
Deslizamiento;23/03/2005;QUEBRADANEGRA;5.08075;-74.513611;Inventario SIMMA
Deslizamiento;23/03/2005;QUEBRADANEGRA;5.076694;-74.513417;Inventario SIMMA
Caida;23/03/2005;QUEBRADANEGRA;5.114167;-74.514528;Inventario SIMMA
Caida;23/03/2005;QUEBRADANEGRA;5.072361;-74.502056;Inventario SIMMA
Flujo;23/03/2005;QUEBRADANEGRA;5.072222;-74.502556;Inventario SIMMA
Flujo;23/03/2005;QUEBRADANEGRA;5.074611;-74.4975;Inventario SIMMA
Flujo;23/03/2005;QUEBRADANEGRA;5.074639;-74.498472;Inventario SIMMA
Deslizamiento;23/03/2005;QUEBRADANEGRA;5.071694;-74.502361;Inventario SIMMA
Deslizamiento;22/03/2005;QUEBRADANEGRA;5.094583;-74.501861;Inventario SIMMA
Deslizamiento;22/03/2005;QUEBRADANEGRA;5.106799;-74.494935;Inventario SIMMA
Deslizamiento;22/03/2005;QUEBRADANEGRA;5.07225;-74.5235;Inventario SIMMA
Deslizamiento;22/03/2005;QUEBRADANEGRA;5.090133;-74.494935;Inventario SIMMA
Deslizamiento;22/03/2005;ÚTICA;5.190869;-74.478029;Inventario SIMMA
Deslizamiento;22/03/2005;QUEBRADANEGRA;5.077667;-74.50225;Inventario SIMMA
Flujo;22/03/2005;QUEBRADANEGRA;5.124167;-74.504222;Inventario SIMMA
Caida;9/03/2005;QUEBRADANEGRA;5.106361;-74.497417;Inventario SIMMA
Flujo;21/09/2004;LA VEGA;4.996347;-74.336719;Inventario SIMMA
Caida;1/06/2004;PARATEBUENO;4.426694;-73.174514;Inventario SIMMA
Caida;1/06/2004;PARATEBUENO;4.478344;-73.397589;Inventario SIMMA
Deslizamiento;1/06/2004;MEDINA;4.496828;-73.324185;Inventario SIMMA
Caida;1/06/2004;MEDINA;4.417328;-73.30878;Inventario SIMMA
Flujo;14/05/2004;GUAYABETAL;4.2225;-73.815833;Inventario SIMMA
Volcamiento;14/04/2004;VILLETA;5.011881;-74.471325;Inventario SIMMA
Caida;1/01/2004;GUADUAS;5.137222;-74.64;Inventario SIMMA
Flujo;26/11/2003;GACHETÁ;4.833119;-73.5701;Inventario SIMMA
Flujo;26/11/2003;GACHETÁ;4.834506;-73.586767;Inventario SIMMA
Deslizamiento;1/06/2003;MEDINA;4.591338;-73.313654;Inventario SIMMA
Deslizamiento;1/06/2003;MEDINA;4.427578;-73.459918;Inventario SIMMA
Flujo;10/06/2002;QUEBRADANEGRA;5.137389;-74.497944;Inventario SIMMA
Deslizamiento;1/06/2002;PANDI;4.202433;-74.461703;Inventario SIMMA
Deslizamiento;15/03/2002;ALBÁN;4.863889;-74.434444;Inventario SIMMA
Flujo;21/01/2002;GUAYABAL DE SÍQUIMA;4.884164;-74.473694;Inventario SIMMA
Volcamiento;1/01/2002;SOACHA;4.574558;-74.226525;Inventario SIMMA
Volcamiento;1/01/2002;SOACHA;4.574097;-74.227372;Inventario SIMMA
Volcamiento;1/01/2002;SOACHA;4.574389;-74.224619;Inventario SIMMA
Volcamiento;1/01/2002;SOACHA;4.573553;-74.224722;Inventario SIMMA
Flujo;1/01/2002;CAPARRAPÍ;5.360267;-74.445583;Inventario SIMMA
Deslizamiento;1/01/2002;CAPARRAPÍ;5.352119;-74.458208;Inventario SIMMA
Flujo;1/01/2002;SOACHA;4.582983;-74.193064;Inventario SIMMA
Flujo;1/01/2002;SOACHA;4.583339;-74.193886;Inventario SIMMA
Flujo;1/01/2002;SOACHA;4.579986;-74.191725;Inventario SIMMA
Flujo;1/01/2002;SOACHA;4.57525;-74.188111;Inventario SIMMA
Flujo;1/01/2002;SOACHA;4.596008;-74.186867;Inventario SIMMA
Flujo;1/01/2002;SOACHA;4.582031;-74.184783;Inventario SIMMA
Flujo;1/01/2002;SOACHA;4.573264;-74.182953;Inventario SIMMA
Flujo;1/01/2002;SOACHA;4.578169;-74.186614;Inventario SIMMA
Flujo;1/01/2002;SOACHA;4.579772;-74.184264;Inventario SIMMA
Flujo;1/01/2002;SOACHA;4.580961;-74.187981;Inventario SIMMA
Flujo;1/01/2002;SOACHA;4.577744;-74.183403;Inventario SIMMA
Flujo;1/01/2002;SOACHA;4.581;-74.18075;Inventario SIMMA
Flujo;1/01/2002;SOACHA;4.577694;-74.182378;Inventario SIMMA
Deslizamiento;1/01/2002;SOACHA;4.586778;-74.1865;Inventario SIMMA
Deslizamiento;1/01/2002;SOACHA;4.584733;-74.191558;Inventario SIMMA
Deslizamiento;1/01/2002;SOACHA;4.579333;-74.197278;Inventario SIMMA
Volcamiento;1/01/2002;SOACHA;4.593203;-74.187225;Inventario SIMMA
Volcamiento;1/01/2002;SOACHA;4.591214;-74.184614;Inventario SIMMA
Volcamiento;1/01/2002;SOACHA;4.574139;-74.180642;Inventario SIMMA
Volcamiento;1/01/2002;SOACHA;4.578656;-74.183381;Inventario SIMMA
Volcamiento;1/01/2002;SOACHA;4.573653;-74.226011;Inventario SIMMA
Volcamiento;1/01/2002;SOACHA;4.573444;-74.225986;Inventario SIMMA
Volcamiento;1/01/2002;SOACHA;4.574203;-74.225372;Inventario SIMMA
Volcamiento;1/01/2002;SOACHA;4.581086;-74.18735;Inventario SIMMA
Volcamiento;1/01/2002;SOACHA;4.571397;-74.223942;Inventario SIMMA
Deslizamiento;5/06/2001;VILLETA;5.013056;-74.486389;Inventario SIMMA
Deslizamiento;18/04/2001;CABRERA;3.978953;-74.477286;Inventario SIMMA
Deslizamiento;18/04/2001;CABRERA;3.966747;-74.469175;Inventario SIMMA
Deslizamiento;18/04/2001;CABRERA;3.994778;-74.476392;Inventario SIMMA
Deslizamiento;18/04/2001;CABRERA;3.986942;-74.483403;Inventario SIMMA
Deslizamiento;18/04/2001;CABRERA;3.977603;-74.462878;Inventario SIMMA
Deslizamiento;1/01/2000;VILLETA;5.015278;-74.481389;Inventario SIMMA
Deslizamiento;15/08/1999;CÁQUEZA;4.421667;-73.961389;Inventario SIMMA
Flujo;31/07/1999;CHOCONTÁ;5.140961;-73.682889;Inventario SIMMA
Deslizamiento;1/05/1999;CÁQUEZA;4.413333;-73.946111;Inventario SIMMA
Flujo;23/11/1998;CHOACHÍ;4.528403;-73.919786;Inventario SIMMA
Deslizamiento;2/05/1998;VILLETA;5.0275;-74.471667;Inventario SIMMA
Flujo;1/03/1998;TENA;4.650617;-74.386339;Inventario SIMMA
Flujo;1/03/1998;ANOLAIMA;4.745339;-74.478589;Inventario SIMMA
Flujo;1/03/1998;ARBELÁEZ;4.278761;-74.403569;Inventario SIMMA
Flujo;1/01/1998;QUETAME;4.291667;-73.869167;Inventario SIMMA
Deslizamiento;15/07/1997;CÁQUEZA;4.421389;-73.9525;Inventario SIMMA
Deslizamiento;1/07/1997;TIBIRITA;5.049061;-73.526942;Inventario SIMMA
Flujo;1/07/1997;UBALÁ;4.780542;-73.586206;Inventario SIMMA
Deslizamiento;1/07/1997;TIBIRITA;5.058106;-73.526483;Inventario SIMMA
Flujo;1/07/1997;MACHETÁ;5.075328;-73.579675;Inventario SIMMA
Volcamiento;1/07/1997;MACHETÁ;5.078931;-73.559833;Inventario SIMMA
Deslizamiento;4/12/1996;QUEBRADANEGRA;5.092778;-74.521389;Inventario SIMMA
Deslizamiento;1/10/1996;CÁQUEZA;4.405;-73.944167;Inventario SIMMA
Deslizamiento;1/05/1996;VILLETA;5.026097;-74.473786;Inventario SIMMA
Flujo;15/04/1996;ARBELÁEZ;4.268361;-74.406267;Inventario SIMMA
Flujo;15/04/1996;ALBÁN;4.874225;-74.431333;Inventario SIMMA
Deslizamiento;1/01/1996;VILLETA;4.991111;-74.503056;Inventario SIMMA
Deslizamiento;30/12/1995;LA PEÑA;5.219722;-74.393333;Inventario SIMMA
Deslizamiento;1/12/1995;BOGOTÁ, D.C.;4.628931;-74.023664;Inventario SIMMA
Volcamiento;1/12/1995;BOGOTÁ, D.C.;4.606325;-74.074581;Inventario SIMMA
Deslizamiento;1/01/1995;CHIPAQUE;4.446944;-74.055556;Inventario SIMMA
Caida;1/12/1994;LA VEGA;4.966667;-74.33;Inventario SIMMA
Caida;1/06/1994;PARATEBUENO;4.448061;-73.191369;Inventario SIMMA
Caida;1/06/1994;MEDINA;4.566287;-73.350634;Inventario SIMMA
Volcamiento;1/04/1994;GUAYABETAL;4.203889;-73.795;Inventario SIMMA
Deslizamiento;1/10/1993;CHIPAQUE;4.456389;-74.061944;Inventario SIMMA
Flujo;1/09/1993;GUAYABAL DE SÍQUIMA;4.874225;-74.4634;Inventario SIMMA
Deslizamiento;1/09/1993;TOPAIPÍ;5.332728;-74.299439;Inventario SIMMA
Deslizamiento;1/09/1993;CHIPAQUE;4.453056;-74.057778;Inventario SIMMA
Flujo;1/09/1993;CHOACHÍ;4.528636;-73.920561;Inventario SIMMA
Deslizamiento;1/09/1992;CHOACHÍ;4.564572;-73.908514;Inventario SIMMA
Flujo;9/09/1991;GUAYABETAL;4.206389;-73.809722;Inventario SIMMA
Flujo;9/09/1991;GUAYABETAL;4.201389;-73.806389;Inventario SIMMA
Flujo;9/09/1991;GUAYABETAL;4.203611;-73.807222;Inventario SIMMA
Flujo;7/08/1991;GUAYABETAL;4.215833;-73.794722;Inventario SIMMA
